
instructor.o:     file format elf64-x86-64
     f50:	48 8b 45 f8          	mov    -0x8(%rbp),%rax
     f54:	48 89 c7             	mov    %rax,%rdi
     f57:	e8 00 00 00 00       	callq  f5c <_ZN7Teacher10ChessBoard11isValidMoveEiiii+0xa4>
     f5c:	89 c1                	mov    %eax,%ecx
     f5e:	8b 55 d8             	mov    -0x28(%rbp),%edx
     f61:	8b 75 dc             	mov    -0x24(%rbp),%esi
     f64:	48 8b 45 e8          	mov    -0x18(%rbp),%rax
     f68:	48 89 c7             	mov    %rax,%rdi
     f6b:	e8 00 00 00 00       	callq  f70 <_ZN7Teacher10ChessBoard11isValidMoveEiiii+0xb8>
     f70:	84 c0                	test   %al,%al
     f72:	75 46                	jne    fba <_ZN7Teacher10ChessBoard11isValidMoveEiiii+0x102>
     f74:	48 8b 45 f8          	mov    -0x8(%rbp),%rax
     f78:	48 8b 00             	mov    (%rax),%rax
     f7b:	48 83 c0 18          	add    $0x18,%rax
     f7f:	48 8b 00             	mov    (%rax),%rax
     f82:	8b 55 d8             	mov    -0x28(%rbp),%edx
     f85:	8b 75 dc             	mov    -0x24(%rbp),%esi
     f88:	48 8b 4d f8          	mov    -0x8(%rbp),%rcx
     f8c:	48 89 cf             	mov    %rcx,%rdi
     f8f:	ff d0                	callq  *%rax
     f91:	83 f0 01             	xor    $0x1,%eax
     f94:	84 c0                	test   %al,%al
     f96:	75 22                	jne    fba <_ZN7Teacher10ChessBoard11isValidMoveEiiii+0x102>
     f98:	8b 7d d8             	mov    -0x28(%rbp),%edi
     f9b:	8b 4d dc             	mov    -0x24(%rbp),%ecx
     f9e:	8b 55 e0             	mov    -0x20(%rbp),%edx
     fa1:	8b 75 e4             	mov    -0x1c(%rbp),%esi
     fa4:	48 8b 45 e8          	mov    -0x18(%rbp),%rax
     fa8:	41 89 f8             	mov    %edi,%r8d
     fab:	48 89 c7             	mov    %rax,%rdi
     fae:	e8 00 00 00 00       	callq  fb3 <_ZN7Teacher10ChessBoard11isValidMoveEiiii+0xfb>
     fb3:	83 f0 01             	xor    $0x1,%eax
     fb6:	84 c0                	test   %al,%al
     fb8:	74 07                	je     fc1 <_ZN7Teacher10ChessBoard11isValidMoveEiiii+0x109>
     fba:	b8 01 00 00 00       	mov    $0x1,%eax
     fbf:	eb 05                	jmp    fc6 <_ZN7Teacher10ChessBoard11isValidMoveEiiii+0x10e>
     fc1:	b8 00 00 00 00       	mov    $0x0,%eax
     fc6:	84 c0                	test   %al,%al
     fc8:	74 07                	je     fd1 <_ZN7Teacher10ChessBoard11isValidMoveEiiii+0x119>
     fca:	b8 00 00 00 00       	mov    $0x0,%eax
     fcf:	eb 05                	jmp    fd6 <_ZN7Teacher10ChessBoard11isValidMoveEiiii+0x11e>
     fd1:	b8 01 00 00 00       	mov    $0x1,%eax
     fd6:	c9                   	leaveq 
     fd7:	c3                   	retq   

0000000000000fd8 <_ZN7Teacher10ChessBoard18isPieceUnderThreatEii>:
     fd8:	55                   	push   %rbp
     fd9:	48 89 e5             	mov    %rsp,%rbp
     fdc:	53                   	push   %rbx
     fdd:	48 83 ec 58          	sub    $0x58,%rsp
     fe1:	48 89 7d a8          	mov    %rdi,-0x58(%rbp)
     fe5:	89 75 a4             	mov    %esi,-0x5c(%rbp)
     fe8:	89 55 a0             	mov    %edx,-0x60(%rbp)
     feb:	48 8b 45 a8          	mov    -0x58(%rbp),%rax
     fef:	48 8d 50 18          	lea    0x18(%rax),%rdx
     ff3:	8b 45 a4             	mov    -0x5c(%rbp),%eax
     ff6:	48 98                	cltq   
     ff8:	48 89 c6             	mov    %rax,%rsi
     ffb:	48 89 d7             	mov    %rdx,%rdi
     ffe:	e8 00 00 00 00       	callq  1003 <_ZN7Teacher10ChessBoard18isPieceUnderThreatEii+0x2b>
    1003:	48 89 c2             	mov    %rax,%rdx
    1006:	8b 45 a0             	mov    -0x60(%rbp),%eax
    1009:	48 98                	cltq   
    100b:	48 89 c6             	mov    %rax,%rsi
    100e:	48 89 d7             	mov    %rdx,%rdi
    1011:	e8 00 00 00 00       	callq  1016 <_ZN7Teacher10ChessBoard18isPieceUnderThreatEii+0x3e>
    1016:	48 8b 00             	mov    (%rax),%rax
    1019:	48 89 45 e8          	mov    %rax,-0x18(%rbp)
    101d:	48 83 7d e8 00       	cmpq   $0x0,-0x18(%rbp)
    1022:	75 0a                	jne    102e <_ZN7Teacher10ChessBoard18isPieceUnderThreatEii+0x56>
    1024:	bb 00 00 00 00       	mov    $0x0,%ebx
    1029:	e9 ca 00 00 00       	jmpq   10f8 <_ZN7Teacher10ChessBoard18isPieceUnderThreatEii+0x120>
    102e:	48 8b 45 e8          	mov    -0x18(%rbp),%rax
    1032:	48 89 c7             	mov    %rax,%rdi
    1035:	e8 00 00 00 00       	callq  103a <_ZN7Teacher10ChessBoard18isPieceUnderThreatEii+0x62>
    103a:	85 c0                	test   %eax,%eax
    103c:	75 0a                	jne    1048 <_ZN7Teacher10ChessBoard18isPieceUnderThreatEii+0x70>
    103e:	48 8b 45 a8          	mov    -0x58(%rbp),%rax
    1042:	48 83 c0 48          	add    $0x48,%rax
    1046:	eb 08                	jmp    1050 <_ZN7Teacher10ChessBoard18isPieceUnderThreatEii+0x78>
    1048:	48 8b 45 a8          	mov    -0x58(%rbp),%rax
    104c:	48 83 c0 30          	add    $0x30,%rax
    1050:	48 8d 55 c0          	lea    -0x40(%rbp),%rdx
    1054:	48 89 c6             	mov    %rax,%rsi
    1057:	48 89 d7             	mov    %rdx,%rdi
    105a:	e8 00 00 00 00       	callq  105f <_ZN7Teacher10ChessBoard18isPieceUnderThreatEii+0x87>
    105f:	48 8d 45 c0          	lea    -0x40(%rbp),%rax
    1063:	48 89 45 e0          	mov    %rax,-0x20(%rbp)
    1067:	48 8b 45 e0          	mov    -0x20(%rbp),%rax
    106b:	48 89 c7             	mov    %rax,%rdi
    106e:	e8 00 00 00 00       	callq  1073 <_ZN7Teacher10ChessBoard18isPieceUnderThreatEii+0x9b>
    1073:	48 89 45 b8          	mov    %rax,-0x48(%rbp)
    1077:	48 8b 45 e0          	mov    -0x20(%rbp),%rax
    107b:	48 89 c7             	mov    %rax,%rdi
    107e:	e8 00 00 00 00       	callq  1083 <_ZN7Teacher10ChessBoard18isPieceUnderThreatEii+0xab>
    1083:	48 89 45 b0          	mov    %rax,-0x50(%rbp)
    1087:	48 8d 55 b0          	lea    -0x50(%rbp),%rdx
    108b:	48 8d 45 b8          	lea    -0x48(%rbp),%rax
    108f:	48 89 d6             	mov    %rdx,%rsi
    1092:	48 89 c7             	mov    %rax,%rdi
    1095:	e8 00 00 00 00       	callq  109a <_ZN7Teacher10ChessBoard18isPieceUnderThreatEii+0xc2>
    109a:	84 c0                	test   %al,%al
    109c:	74 49                	je     10e7 <_ZN7Teacher10ChessBoard18isPieceUnderThreatEii+0x10f>
    109e:	48 8d 45 b8          	lea    -0x48(%rbp),%rax
    10a2:	48 89 c7             	mov    %rax,%rdi
    10a5:	e8 00 00 00 00       	callq  10aa <_ZN7Teacher10ChessBoard18isPieceUnderThreatEii+0xd2>
    10aa:	48 8b 00             	mov    (%rax),%rax
    10ad:	48 89 45 d8          	mov    %rax,-0x28(%rbp)
    10b1:	48 8b 45 d8          	mov    -0x28(%rbp),%rax
    10b5:	48 8b 00             	mov    (%rax),%rax
    10b8:	48 83 c0 18          	add    $0x18,%rax
    10bc:	48 8b 00             	mov    (%rax),%rax
    10bf:	8b 55 a0             	mov    -0x60(%rbp),%edx
    10c2:	8b 75 a4             	mov    -0x5c(%rbp),%esi
    10c5:	48 8b 4d d8          	mov    -0x28(%rbp),%rcx
    10c9:	48 89 cf             	mov    %rcx,%rdi
    10cc:	ff d0                	callq  *%rax
    10ce:	84 c0                	test   %al,%al
    10d0:	74 07                	je     10d9 <_ZN7Teacher10ChessBoard18isPieceUnderThreatEii+0x101>
    10d2:	bb 01 00 00 00       	mov    $0x1,%ebx
    10d7:	eb 13                	jmp    10ec <_ZN7Teacher10ChessBoard18isPieceUnderThreatEii+0x114>
    10d9:	48 8d 45 b8          	lea    -0x48(%rbp),%rax
    10dd:	48 89 c7             	mov    %rax,%rdi
    10e0:	e8 00 00 00 00       	callq  10e5 <_ZN7Teacher10ChessBoard18isPieceUnderThreatEii+0x10d>
    10e5:	eb a0                	jmp    1087 <_ZN7Teacher10ChessBoard18isPieceUnderThreatEii+0xaf>
    10e7:	bb 00 00 00 00       	mov    $0x0,%ebx
    10ec:	48 8d 45 c0          	lea    -0x40(%rbp),%rax
    10f0:	48 89 c7             	mov    %rax,%rdi
    10f3:	e8 00 00 00 00       	callq  10f8 <_ZN7Teacher10ChessBoard18isPieceUnderThreatEii+0x120>
    10f8:	89 d8                	mov    %ebx,%eax
    10fa:	eb 1a                	jmp    1116 <_ZN7Teacher10ChessBoard18isPieceUnderThreatEii+0x13e>
    10fc:	48 89 c3             	mov    %rax,%rbx
    10ff:	48 8d 45 c0          	lea    -0x40(%rbp),%rax
    1103:	48 89 c7             	mov    %rax,%rdi
    1106:	e8 00 00 00 00       	callq  110b <_ZN7Teacher10ChessBoard18isPieceUnderThreatEii+0x133>
    110b:	48 89 d8             	mov    %rbx,%rax
    110e:	48 89 c7             	mov    %rax,%rdi
    1111:	e8 00 00 00 00       	callq  1116 <_ZN7Teacher10ChessBoard18isPieceUnderThreatEii+0x13e>
    1116:	48 83 c4 58          	add    $0x58,%rsp
    111a:	5b                   	pop    %rbx
    111b:	5d                   	pop    %rbp
    111c:	c3                   	retq   
    111d:	90                   	nop

000000000000111e <_ZN7Teacher10ChessBoard19isKingSafeAfterMoveEiiii>:
    111e:	55                   	push   %rbp
    111f:	48 89 e5             	mov    %rsp,%rbp
    1122:	53                   	push   %rbx
    1123:	48 81 ec c8 00 00 00 	sub    $0xc8,%rsp
    112a:	48 89 bd 48 ff ff ff 	mov    %rdi,-0xb8(%rbp)
    1131:	89 b5 44 ff ff ff    	mov    %esi,-0xbc(%rbp)
    1137:	89 95 40 ff ff ff    	mov    %edx,-0xc0(%rbp)
    113d:	89 8d 3c ff ff ff    	mov    %ecx,-0xc4(%rbp)
    1143:	44 89 85 38 ff ff ff 	mov    %r8d,-0xc8(%rbp)
    114a:	48 8b 85 48 ff ff ff 	mov    -0xb8(%rbp),%rax
    1151:	48 8d 50 18          	lea    0x18(%rax),%rdx
    1155:	8b 85 44 ff ff ff    	mov    -0xbc(%rbp),%eax
    115b:	48 98                	cltq   
    115d:	48 89 c6             	mov    %rax,%rsi
    1160:	48 89 d7             	mov    %rdx,%rdi
    1163:	e8 00 00 00 00       	callq  1168 <_ZN7Teacher10ChessBoard19isKingSafeAfterMoveEiiii+0x4a>
    1168:	48 89 c2             	mov    %rax,%rdx
    116b:	8b 85 40 ff ff ff    	mov    -0xc0(%rbp),%eax
    1171:	48 98                	cltq   
    1173:	48 89 c6             	mov    %rax,%rsi
    1176:	48 89 d7             	mov    %rdx,%rdi
    1179:	e8 00 00 00 00       	callq  117e <_ZN7Teacher10ChessBoard19isKingSafeAfterMoveEiiii+0x60>
    117e:	48 8b 00             	mov    (%rax),%rax
    1181:	48 89 45 e8          	mov    %rax,-0x18(%rbp)
    1185:	48 83 7d e8 00       	cmpq   $0x0,-0x18(%rbp)
    118a:	75 0a                	jne    1196 <_ZN7Teacher10ChessBoard19isKingSafeAfterMoveEiiii+0x78>
    118c:	bb 00 00 00 00       	mov    $0x0,%ebx
    1191:	e9 fb 00 00 00       	jmpq   1291 <_ZN7Teacher10ChessBoard19isKingSafeAfterMoveEiiii+0x173>
    1196:	48 8b 95 48 ff ff ff 	mov    -0xb8(%rbp),%rdx
    119d:	48 8d 85 70 ff ff ff 	lea    -0x90(%rbp),%rax
    11a4:	48 89 d6             	mov    %rdx,%rsi
    11a7:	48 89 c7             	mov    %rax,%rdi
    11aa:	e8 00 00 00 00       	callq  11af <_ZN7Teacher10ChessBoard19isKingSafeAfterMoveEiiii+0x91>
    11af:	8b bd 38 ff ff ff    	mov    -0xc8(%rbp),%edi
    11b5:	8b 8d 3c ff ff ff    	mov    -0xc4(%rbp),%ecx
    11bb:	8b 95 40 ff ff ff    	mov    -0xc0(%rbp),%edx
    11c1:	8b b5 44 ff ff ff    	mov    -0xbc(%rbp),%esi
    11c7:	48 8d 85 70 ff ff ff 	lea    -0x90(%rbp),%rax
    11ce:	41 89 f8             	mov    %edi,%r8d
    11d1:	48 89 c7             	mov    %rax,%rdi
    11d4:	e8 00 00 00 00       	callq  11d9 <_ZN7Teacher10ChessBoard19isKingSafeAfterMoveEiiii+0xbb>
    11d9:	48 8b 45 e8          	mov    -0x18(%rbp),%rax
    11dd:	48 89 c7             	mov    %rax,%rdi
    11e0:	e8 00 00 00 00       	callq  11e5 <_ZN7Teacher10ChessBoard19isKingSafeAfterMoveEiiii+0xc7>
    11e5:	85 c0                	test   %eax,%eax
    11e7:	75 06                	jne    11ef <_ZN7Teacher10ChessBoard19isKingSafeAfterMoveEiiii+0xd1>
    11e9:	48 8b 45 d0          	mov    -0x30(%rbp),%rax
    11ed:	eb 04                	jmp    11f3 <_ZN7Teacher10ChessBoard19isKingSafeAfterMoveEiiii+0xd5>
    11ef:	48 8b 45 d8          	mov    -0x28(%rbp),%rax
    11f3:	48 89 45 e0          	mov    %rax,-0x20(%rbp)
    11f7:	48 8b 45 e8          	mov    -0x18(%rbp),%rax
    11fb:	48 89 c7             	mov    %rax,%rdi
    11fe:	e8 00 00 00 00       	callq  1203 <_ZN7Teacher10ChessBoard19isKingSafeAfterMoveEiiii+0xe5>
    1203:	85 c0                	test   %eax,%eax
    1205:	75 0d                	jne    1214 <_ZN7Teacher10ChessBoard19isKingSafeAfterMoveEiiii+0xf6>
    1207:	48 8d 85 70 ff ff ff 	lea    -0x90(%rbp),%rax
    120e:	48 83 c0 30          	add    $0x30,%rax
    1212:	eb 0b                	jmp    121f <_ZN7Teacher10ChessBoard19isKingSafeAfterMoveEiiii+0x101>
    1214:	48 8d 85 70 ff ff ff 	lea    -0x90(%rbp),%rax
    121b:	48 83 c0 48          	add    $0x48,%rax
    121f:	48 8d 95 50 ff ff ff 	lea    -0xb0(%rbp),%rdx
    1226:	48 89 c6             	mov    %rax,%rsi
    1229:	48 89 d7             	mov    %rdx,%rdi
    122c:	e8 00 00 00 00       	callq  1231 <_ZN7Teacher10ChessBoard19isKingSafeAfterMoveEiiii+0x113>
    1231:	48 83 7d e0 00       	cmpq   $0x0,-0x20(%rbp)
    1236:	75 07                	jne    123f <_ZN7Teacher10ChessBoard19isKingSafeAfterMoveEiiii+0x121>
    1238:	bb 01 00 00 00       	mov    $0x1,%ebx
    123d:	eb 34                	jmp    1273 <_ZN7Teacher10ChessBoard19isKingSafeAfterMoveEiiii+0x155>
    123f:	48 8b 45 e0          	mov    -0x20(%rbp),%rax
    1243:	48 89 c7             	mov    %rax,%rdi
    1246:	e8 00 00 00 00       	callq  124b <_ZN7Teacher10ChessBoard19isKingSafeAfterMoveEiiii+0x12d>
    124b:	89 c3                	mov    %eax,%ebx
    124d:	48 8b 45 e0          	mov    -0x20(%rbp),%rax
    1251:	48 89 c7             	mov    %rax,%rdi
    1254:	e8 00 00 00 00       	callq  1259 <_ZN7Teacher10ChessBoard19isKingSafeAfterMoveEiiii+0x13b>
    1259:	89 c1                	mov    %eax,%ecx
    125b:	48 8d 85 70 ff ff ff 	lea    -0x90(%rbp),%rax
    1262:	89 da                	mov    %ebx,%edx
    1264:	89 ce                	mov    %ecx,%esi
    1266:	48 89 c7             	mov    %rax,%rdi
    1269:	e8 00 00 00 00       	callq  126e <_ZN7Teacher10ChessBoard19isKingSafeAfterMoveEiiii+0x150>
    126e:	83 f0 01             	xor    $0x1,%eax
    1271:	89 c3                	mov    %eax,%ebx
    1273:	48 8d 85 50 ff ff ff 	lea    -0xb0(%rbp),%rax
    127a:	48 89 c7             	mov    %rax,%rdi
    127d:	e8 00 00 00 00       	callq  1282 <_ZN7Teacher10ChessBoard19isKingSafeAfterMoveEiiii+0x164>
    1282:	48 8d 85 70 ff ff ff 	lea    -0x90(%rbp),%rax
    1289:	48 89 c7             	mov    %rax,%rdi
    128c:	e8 00 00 00 00       	callq  1291 <_ZN7Teacher10ChessBoard19isKingSafeAfterMoveEiiii+0x173>
    1291:	89 d8                	mov    %ebx,%eax
    1293:	eb 31                	jmp    12c6 <_ZN7Teacher10ChessBoard19isKingSafeAfterMoveEiiii+0x1a8>
    1295:	48 89 c3             	mov    %rax,%rbx
    1298:	48 8d 85 50 ff ff ff 	lea    -0xb0(%rbp),%rax
    129f:	48 89 c7             	mov    %rax,%rdi
    12a2:	e8 00 00 00 00       	callq  12a7 <_ZN7Teacher10ChessBoard19isKingSafeAfterMoveEiiii+0x189>
    12a7:	eb 03                	jmp    12ac <_ZN7Teacher10ChessBoard19isKingSafeAfterMoveEiiii+0x18e>
    12a9:	48 89 c3             	mov    %rax,%rbx
    12ac:	48 8d 85 70 ff ff ff 	lea    -0x90(%rbp),%rax
    12b3:	48 89 c7             	mov    %rax,%rdi
    12b6:	e8 00 00 00 00       	callq  12bb <_ZN7Teacher10ChessBoard19isKingSafeAfterMoveEiiii+0x19d>
    12bb:	48 89 d8             	mov    %rbx,%rax
    12be:	48 89 c7             	mov    %rax,%rdi
    12c1:	e8 00 00 00 00       	callq  12c6 <_ZN7Teacher10ChessBoard19isKingSafeAfterMoveEiiii+0x1a8>
    12c6:	48 81 c4 c8 00 00 00 	add    $0xc8,%rsp
    12cd:	5b                   	pop    %rbx
    12ce:	5d                   	pop    %rbp
    12cf:	c3                   	retq   

00000000000012d0 <_ZN7Teacher10ChessBoard12displayBoardB5cxx11Ev>:
    12d0:	55                   	push   %rbp
    12d1:	48 89 e5             	mov    %rsp,%rbp
    12d4:	53                   	push   %rbx
    12d5:	48 83 ec 38          	sub    $0x38,%rsp
    12d9:	48 89 7d c8          	mov    %rdi,-0x38(%rbp)
    12dd:	48 89 75 c0          	mov    %rsi,-0x40(%rbp)
    12e1:	48 8b 45 c8          	mov    -0x38(%rbp),%rax
    12e5:	be 10 00 00 00       	mov    $0x10,%esi
    12ea:	48 89 c7             	mov    %rax,%rdi
    12ed:	e8 00 00 00 00       	callq  12f2 <_ZN7Teacher10ChessBoard12displayBoardB5cxx11Ev+0x22>
    12f2:	48 8b 45 c8          	mov    -0x38(%rbp),%rax
    12f6:	be 00 00 00 00       	mov    $0x0,%esi
    12fb:	48 89 c7             	mov    %rax,%rdi
    12fe:	e8 00 00 00 00       	callq  1303 <_ZN7Teacher10ChessBoard12displayBoardB5cxx11Ev+0x33>
    1303:	c7 45 ec 00 00 00 00 	movl   $0x0,-0x14(%rbp)
    130a:	48 8b 45 c0          	mov    -0x40(%rbp),%rax
    130e:	8b 40 0c             	mov    0xc(%rax),%eax
    1311:	39 45 ec             	cmp    %eax,-0x14(%rbp)
    1314:	7d 17                	jge    132d <_ZN7Teacher10ChessBoard12displayBoardB5cxx11Ev+0x5d>
    1316:	48 8b 45 c8          	mov    -0x38(%rbp),%rax
    131a:	8b 55 ec             	mov    -0x14(%rbp),%edx
    131d:	89 d6                	mov    %edx,%esi
    131f:	48 89 c7             	mov    %rax,%rdi
    1322:	e8 00 00 00 00       	callq  1327 <_ZN7Teacher10ChessBoard12displayBoardB5cxx11Ev+0x57>
    1327:	83 45 ec 01          	addl   $0x1,-0x14(%rbp)
    132b:	eb dd                	jmp    130a <_ZN7Teacher10ChessBoard12displayBoardB5cxx11Ev+0x3a>
    132d:	48 8b 45 c8          	mov    -0x38(%rbp),%rax
    1331:	be 00 00 00 00       	mov    $0x0,%esi
    1336:	48 89 c7             	mov    %rax,%rdi
    1339:	e8 00 00 00 00       	callq  133e <_ZN7Teacher10ChessBoard12displayBoardB5cxx11Ev+0x6e>
    133e:	be 00 00 00 00       	mov    $0x0,%esi
    1343:	48 89 c7             	mov    %rax,%rdi
    1346:	e8 00 00 00 00       	callq  134b <_ZN7Teacher10ChessBoard12displayBoardB5cxx11Ev+0x7b>
    134b:	c7 45 e8 00 00 00 00 	movl   $0x0,-0x18(%rbp)
    1352:	48 8b 45 c0          	mov    -0x40(%rbp),%rax
    1356:	8b 40 0c             	mov    0xc(%rax),%eax
    1359:	39 45 e8             	cmp    %eax,-0x18(%rbp)
    135c:	7d 17                	jge    1375 <_ZN7Teacher10ChessBoard12displayBoardB5cxx11Ev+0xa5>
    135e:	48 8b 45 c8          	mov    -0x38(%rbp),%rax
    1362:	be 00 00 00 00       	mov    $0x0,%esi
    1367:	48 89 c7             	mov    %rax,%rdi
    136a:	e8 00 00 00 00       	callq  136f <_ZN7Teacher10ChessBoard12displayBoardB5cxx11Ev+0x9f>
    136f:	83 45 e8 01          	addl   $0x1,-0x18(%rbp)
    1373:	eb dd                	jmp    1352 <_ZN7Teacher10ChessBoard12displayBoardB5cxx11Ev+0x82>
    1375:	48 8b 45 c8          	mov    -0x38(%rbp),%rax
    1379:	be 00 00 00 00       	mov    $0x0,%esi
    137e:	48 89 c7             	mov    %rax,%rdi
    1381:	e8 00 00 00 00       	callq  1386 <_ZN7Teacher10ChessBoard12displayBoardB5cxx11Ev+0xb6>
    1386:	c7 45 e4 00 00 00 00 	movl   $0x0,-0x1c(%rbp)
    138d:	48 8b 45 c0          	mov    -0x40(%rbp),%rax
    1391:	8b 40 08             	mov    0x8(%rax),%eax
    1394:	39 45 e4             	cmp    %eax,-0x1c(%rbp)
    1397:	0f 8d c4 00 00 00    	jge    1461 <_ZN7Teacher10ChessBoard12displayBoardB5cxx11Ev+0x191>
    139d:	48 8b 45 c8          	mov    -0x38(%rbp),%rax
    13a1:	8b 55 e4             	mov    -0x1c(%rbp),%edx
    13a4:	89 d6                	mov    %edx,%esi
    13a6:	48 89 c7             	mov    %rax,%rdi
    13a9:	e8 00 00 00 00       	callq  13ae <_ZN7Teacher10ChessBoard12displayBoardB5cxx11Ev+0xde>
    13ae:	be 00 00 00 00       	mov    $0x0,%esi
    13b3:	48 89 c7             	mov    %rax,%rdi
    13b6:	e8 00 00 00 00       	callq  13bb <_ZN7Teacher10ChessBoard12displayBoardB5cxx11Ev+0xeb>
    13bb:	c7 45 e0 00 00 00 00 	movl   $0x0,-0x20(%rbp)
    13c2:	48 8b 45 c0          	mov    -0x40(%rbp),%rax
    13c6:	8b 40 0c             	mov    0xc(%rax),%eax
    13c9:	39 45 e0             	cmp    %eax,-0x20(%rbp)
    13cc:	7d 6c                	jge    143a <_ZN7Teacher10ChessBoard12displayBoardB5cxx11Ev+0x16a>
    13ce:	48 8b 45 c0          	mov    -0x40(%rbp),%rax
    13d2:	48 8d 50 18          	lea    0x18(%rax),%rdx
    13d6:	8b 45 e4             	mov    -0x1c(%rbp),%eax
    13d9:	48 98                	cltq   
    13db:	48 89 c6             	mov    %rax,%rsi
    13de:	48 89 d7             	mov    %rdx,%rdi
    13e1:	e8 00 00 00 00       	callq  13e6 <_ZN7Teacher10ChessBoard12displayBoardB5cxx11Ev+0x116>
    13e6:	48 89 c2             	mov    %rax,%rdx
    13e9:	8b 45 e0             	mov    -0x20(%rbp),%eax
    13ec:	48 98                	cltq   
    13ee:	48 89 c6             	mov    %rax,%rsi
    13f1:	48 89 d7             	mov    %rdx,%rdi
    13f4:	e8 00 00 00 00       	callq  13f9 <_ZN7Teacher10ChessBoard12displayBoardB5cxx11Ev+0x129>
    13f9:	48 8b 00             	mov    (%rax),%rax
    13fc:	48 89 45 d0          	mov    %rax,-0x30(%rbp)
    1400:	48 8b 5d c8          	mov    -0x38(%rbp),%rbx
    1404:	48 83 7d d0 00       	cmpq   $0x0,-0x30(%rbp)
    1409:	74 19                	je     1424 <_ZN7Teacher10ChessBoard12displayBoardB5cxx11Ev+0x154>
    140b:	48 8b 45 d0          	mov    -0x30(%rbp),%rax
    140f:	48 8b 00             	mov    (%rax),%rax
    1412:	48 83 c0 20          	add    $0x20,%rax
    1416:	48 8b 00             	mov    (%rax),%rax
    1419:	48 8b 55 d0          	mov    -0x30(%rbp),%rdx
    141d:	48 89 d7             	mov    %rdx,%rdi
    1420:	ff d0                	callq  *%rax
    1422:	eb 05                	jmp    1429 <_ZN7Teacher10ChessBoard12displayBoardB5cxx11Ev+0x159>
    1424:	b8 00 00 00 00       	mov    $0x0,%eax
    1429:	48 89 c6             	mov    %rax,%rsi
    142c:	48 89 df             	mov    %rbx,%rdi
    142f:	e8 00 00 00 00       	callq  1434 <_ZN7Teacher10ChessBoard12displayBoardB5cxx11Ev+0x164>
    1434:	83 45 e0 01          	addl   $0x1,-0x20(%rbp)
    1438:	eb 88                	jmp    13c2 <_ZN7Teacher10ChessBoard12displayBoardB5cxx11Ev+0xf2>
    143a:	48 8b 45 c8          	mov    -0x38(%rbp),%rax
    143e:	be 00 00 00 00       	mov    $0x0,%esi
    1443:	48 89 c7             	mov    %rax,%rdi
    1446:	e8 00 00 00 00       	callq  144b <_ZN7Teacher10ChessBoard12displayBoardB5cxx11Ev+0x17b>
    144b:	be 00 00 00 00       	mov    $0x0,%esi
    1450:	48 89 c7             	mov    %rax,%rdi
    1453:	e8 00 00 00 00       	callq  1458 <_ZN7Teacher10ChessBoard12displayBoardB5cxx11Ev+0x188>
    1458:	83 45 e4 01          	addl   $0x1,-0x1c(%rbp)
    145c:	e9 2c ff ff ff       	jmpq   138d <_ZN7Teacher10ChessBoard12displayBoardB5cxx11Ev+0xbd>
    1461:	48 8b 45 c8          	mov    -0x38(%rbp),%rax
    1465:	be 00 00 00 00       	mov    $0x0,%esi
    146a:	48 89 c7             	mov    %rax,%rdi
    146d:	e8 00 00 00 00       	callq  1472 <_ZN7Teacher10ChessBoard12displayBoardB5cxx11Ev+0x1a2>
    1472:	c7 45 dc 00 00 00 00 	movl   $0x0,-0x24(%rbp)
    1479:	48 8b 45 c0          	mov    -0x40(%rbp),%rax
    147d:	8b 40 0c             	mov    0xc(%rax),%eax
    1480:	39 45 dc             	cmp    %eax,-0x24(%rbp)
    1483:	7d 17                	jge    149c <_ZN7Teacher10ChessBoard12displayBoardB5cxx11Ev+0x1cc>
    1485:	48 8b 45 c8          	mov    -0x38(%rbp),%rax
    1489:	be 00 00 00 00       	mov    $0x0,%esi
    148e:	48 89 c7             	mov    %rax,%rdi
    1491:	e8 00 00 00 00       	callq  1496 <_ZN7Teacher10ChessBoard12displayBoardB5cxx11Ev+0x1c6>
    1496:	83 45 dc 01          	addl   $0x1,-0x24(%rbp)
    149a:	eb dd                	jmp    1479 <_ZN7Teacher10ChessBoard12displayBoardB5cxx11Ev+0x1a9>
    149c:	48 8b 45 c8          	mov    -0x38(%rbp),%rax
    14a0:	be 00 00 00 00       	mov    $0x0,%esi
    14a5:	48 89 c7             	mov    %rax,%rdi
    14a8:	e8 00 00 00 00       	callq  14ad <_ZN7Teacher10ChessBoard12displayBoardB5cxx11Ev+0x1dd>
    14ad:	be 00 00 00 00       	mov    $0x0,%esi
    14b2:	48 89 c7             	mov    %rax,%rdi
    14b5:	e8 00 00 00 00       	callq  14ba <_ZN7Teacher10ChessBoard12displayBoardB5cxx11Ev+0x1ea>
    14ba:	eb 1a                	jmp    14d6 <_ZN7Teacher10ChessBoard12displayBoardB5cxx11Ev+0x206>
    14bc:	48 89 c3             	mov    %rax,%rbx
    14bf:	48 8b 45 c8          	mov    -0x38(%rbp),%rax
    14c3:	48 89 c7             	mov    %rax,%rdi
    14c6:	e8 00 00 00 00       	callq  14cb <_ZN7Teacher10ChessBoard12displayBoardB5cxx11Ev+0x1fb>
    14cb:	48 89 d8             	mov    %rbx,%rax
    14ce:	48 89 c7             	mov    %rax,%rdi
    14d1:	e8 00 00 00 00       	callq  14d6 <_ZN7Teacher10ChessBoard12displayBoardB5cxx11Ev+0x206>
    14d6:	48 8b 45 c8          	mov    -0x38(%rbp),%rax
